"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Adam McPhail","RW","PBO","18.443","8","1","0","0","1","1","11","9.09","0.12","0.0","0.0","0.12","0.12","1.38","54.71","6.84","1.1","0.0","0.0","1.1","1.1","12.06","12.79","12.89","44.98","43.69","-53.85","0.0","0","3","0","0","0.0","1","3","33.33","0","8","0.0","0","1","0.0"
"","Nicholas Romero","RW","SBY","17.638","18","0","1","0","1","1","1","0.0","0.0","0.06","0.0","0.06","0.06","0.06","126.57","7.03","0.0","0.47","0.0","0.47","0.47","0.47","11.44","12.64","35.7","52.76","-21.58","14.29","1","6","0","0","0.0","0","0","0.0","0","1","0.0","2","4","50.0"
"","Brad Chenier","LW","NB","16.655","9","0","1","0","1","1","6","0.0","0.0","0.11","0.0","0.11","0.11","0.67","98.72","10.97","0.0","0.61","0.0","0.61","0.61","3.65","12.79","14.11","47.17","54.69","-10.15","33.33","2","4","0","0","0.0","0","1","0.0","0","5","0.0","2","5","40.0"
"","Calvin Martin","LW","SSM","16.0","9","0","1","0","1","1","6","0.0","0.0","0.11","0.0","0.11","0.11","0.67","75.28","8.36","0.0","0.8","0.0","0.8","0.8","4.78","12.88","13.33","49.6","54.84","-11.57","33.33","2","4","0","0","0.0","0","0","0.0","0","6","0.0","4","10","40.0"
"","Ian McKinnon","C","PBO","17.534","5","0","1","0","1","1","0","0.0","0.0","0.2","0.0","0.2","0.2","0.0","34.08","6.82","0.0","1.76","0.0","1.76","1.76","0.0","12.13","11.52","38.24","45.82","-4.17","50.0","1","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Brock Welsh","RW","OSH","17.438","13","1","0","0","1","1","10","10.0","0.08","0.0","0.0","0.08","0.08","0.77","111.39","8.57","0.54","0.0","0.0","0.54","0.54","5.39","11.63","13.19","43.86","48.25","-18.37","28.57","2","5","0","0","0.0","0","0","0.0","1","10","10.0","36","59","61.02"
"","Tyler Burnie","C","KGN","16.6","2","1","0","0","1","1","1","100.0","0.5","0.0","0.0","0.5","0.5","0.5","19.55","9.78","3.07","0.0","0.0","3.07","3.07","3.07","11.8","14.46","51.72","50.39","50.0","100.0","1","0","0","0","0.0","1","1","100.0","0","0","0.0","6","11","54.55"
"","Aaron Dart","RW","NB","18.809","2","1","0","0","1","1","3","33.33","0.5","0.0","0.0","0.5","0.5","1.5","18.25","9.13","3.29","0.0","0.0","3.29","3.29","9.86","13.56","8.61","51.63","57.87","42.86","100.0","1","0","0","1","0.0","0","0","0.0","1","2","50.0","0","0","0.0"
"","Conor Ali","D","SBY","16.523","2","0","1","0","1","1","0","0.0","0.0","0.5","0.0","0.5","0.5","0.0","25.65","12.82","0.0","2.34","0.0","2.34","2.34","0.0","13.66","11.43","42.1","51.77","-2.27","25.0","1","3","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Anthony DeMeo","D","SSM","16.252","37","0","0","3","0","3","17","0.0","0.0","0.0","0.08","0.0","0.08","0.46","313.2","8.46","0.0","0.0","0.57","0.0","0.57","3.26","12.38","12.74","48.14","44.87","-15.16","36.36","8","14","0","0","0.0","0","0","0.0","0","17","0.0","0","0","0.0"
"","Hakon Nilsen","D","FLNT","17.613","45","0","0","3","0","3","12","0.0","0.0","0.0","0.07","0.0","0.07","0.27","540.32","12.01","0.0","0.0","0.33","0.0","0.33","1.33","13.01","13.44","39.21","50.88","-23.02","21.57","11","40","0","0","0.0","0","0","0.0","0","12","0.0","1","1","100.0"
"","Franco Sproviero","C","SAR","17.115","10","0","0","2","0","2","10","0.0","0.0","0.0","0.2","0.0","0.2","1.0","110.6","11.06","0.0","0.0","1.09","0.0","1.09","5.43","13.77","13.1","56.91","46.1","6.5","63.64","7","4","0","0","0.0","0","3","0.0","0","7","0.0","0","0","0.0"
"","Jake O'Donnell","D","MISS","17.282","32","0","0","1","0","1","11","0.0","0.0","0.0","0.03","0.0","0.03","0.34","305.73","9.55","0.0","0.0","0.2","0.0","0.2","2.16","12.66","13.52","52.22","49.35","-4.59","45.83","11","13","0","1","0.0","0","0","0.0","0","10","0.0","0","0","0.0"
"","Theo Calvas","D","SSM","17.112","25","0","0","1","0","1","10","0.0","0.0","0.0","0.04","0.0","0.04","0.4","163.03","6.52","0.0","0.0","0.37","0.0","0.37","3.68","13.48","13.49","49.58","44.99","-9.64","42.86","3","4","0","0","0.0","0","0","0.0","0","10","0.0","0","0","0.0"
"","Hudson Wilson","D","OTT","16.373","36","0","0","1","0","1","11","0.0","0.0","0.0","0.03","0.0","0.03","0.31","398.6","11.07","0.0","0.0","0.15","0.0","0.15","1.66","13.21","13.14","49.3","47.95","-7.76","43.59","17","22","0","1","0.0","0","0","0.0","0","10","0.0","0","0","0.0"
"","Cal Davis","LW","NIAG","16.49","17","0","0","1","0","1","5","0.0","0.0","0.0","0.06","0.0","0.06","0.29","115.94","6.82","0.0","0.0","0.52","0.0","0.52","2.59","12.86","13.56","48.67","56.22","-25.57","40.0","2","3","0","0","0.0","0","0","0.0","0","5","0.0","1","2","50.0"
"","Fedor Gordeev","D","HAM","16.636","8","0","0","1","0","1","1","0.0","0.0","0.0","0.12","0.0","0.12","0.12","73.89","9.24","0.0","0.0","0.81","0.0","0.81","0.81","13.85","12.13","40.28","50.24","1.52","50.0","3","3","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Derrick Johnson","D","SAR","17.525","3","0","0","1","0","1","2","0.0","0.0","0.0","0.33","0.0","0.33","0.67","42.67","14.22","0.0","0.0","1.41","0.0","1.41","2.81","12.58","13.01","53.97","53.77","-9.53","33.33","2","4","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Brett Primeau","RW","WSR","18.423","1","0","0","1","0","1","0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","9.78","9.78","0.0","0.0","6.14","0.0","6.14","0.0","12.12","12.96","56.48","56.42","16.67","100.0","1","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Matt Watson","D","PBO","19.393","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.45","9.36","0.0","0.0","0.0","0.0","0.0","0.0","12.25","12.73","47.1","47.1","-2.38","33.33","1","2","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Kyle  Moore","RW","NB","17.654","16","0","0","0","0","0","11","0.0","0.0","0.0","0.0","0.0","0.0","0.69","135.12","8.45","0.0","0.0","0.0","0.0","0.0","4.88","13.18","13.78","45.8","51.67","-21.15","25.0","2","6","0","1","0.0","0","2","0.0","0","8","0.0","0","0","0.0"
"","Reilly Webb","D","HAM","16.37","8","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.38","95.27","11.91","0.0","0.0","0.0","0.0","0.0","1.89","13.67","13.32","41.5","44.51","-20.64","22.22","2","7","0","0","0.0","0","0","0.0","0","3","0.0","0","1","0.0"
"","Nolan Gardiner","C","OTT","17.019","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5","41.21","10.3","0.0","0.0","0.0","0.0","0.0","2.91","11.79","10.14","45.59","47.66","26.67","66.67","2","1","0","0","0.0","0","1","0.0","0","1","0.0","3","7","42.86"
"","Cedric Ralph","C","GUE","16.652","6","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.33","82.14","13.69","0.0","0.0","0.0","0.0","0.0","1.46","13.43","15.21","27.92","56.09","-26.36","10.0","1","9","0","0","0.0","0","0","0.0","0","2","0.0","20","44","45.45"
"","Quentin Maksimovich","C","ER","19.464","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0","15.48","7.74","0.0","0.0","0.0","0.0","0.0","7.75","12.86","14.66","60.62","56.07","40.0","100.0","1","0","0","0","0.0","0","0","0.0","0","2","0.0","1","4","25.0"
"","Frankie Pucci","LW","ER","18.659","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-60.0","0.0","0","0","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Mitchell Webb","LW","ER/SAG","18.681","14","0","0","0","0","0","12","0.0","0.0","0.0","0.0","0.0","0.0","0.86","99.59","7.11","0.0","0.0","0.0","0.0","0.0","7.23","11.64","12.67","50.61","47.47","-7.14","50.0","2","2","0","1","0.0","0","4","0.0","0","7","0.0","0","2","0.0"
"","Jonathan Duchesne","D","SBY","19.592","9","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","1.0","96.97","10.77","0.0","0.0","0.0","0.0","0.0","5.57","12.49","13.27","36.16","56.68","5.36","37.5","3","5","0","0","0.0","0","1","0.0","0","8","0.0","0","0","0.0"
"","Christian Mitri","C","NIAG","17.093","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-87.5","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Andrew Ming","LW","HAM","19.258","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.91","13.91","0.0","0.0","0.0","0.0","0.0","0.0","10.46","14.48","36.6","61.68","-50.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jakob Brahaney","D","KGN","16.477","16","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.25","140.82","8.8","0.0","0.0","0.0","0.0","0.0","1.7","12.29","12.61","53.74","44.38","13.52","62.5","5","3","0","0","0.0","0","0","0.0","0","4","0.0","1","2","50.0"
"","Owen  Green","LW","NB","18.484","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.78","13.26","0.0","0.0","0.0","0.0","0.0","0.0","13.17","13.03","46.74","51.35","-36.36","0.0","0","4","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Tyler  Sensky","D","FLNT","18.549","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.44","20.44","0.0","0.0","0.0","0.0","0.0","0.0","14.12","12.92","39.27","41.98","-50.0","0.0","0","2","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Josh Wainman","D","ER","16.57","22","0","0","0","0","0","14","0.0","0.0","0.0","0.0","0.0","0.0","0.64","167.43","7.61","0.0","0.0","0.0","0.0","0.0","5.02","13.04","12.81","57.46","54.44","-35.24","25.0","2","6","0","0","0.0","0","1","0.0","0","13","0.0","0","0","0.0"
"","Calvin Gomes","RW","NB","19.51","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25","31.06","7.76","0.0","0.0","0.0","0.0","0.0","1.93","13.08","12.6","49.82","48.63","2.63","50.0","1","1","0","0","0.0","0","0","0.0","0","1","0.0","4","6","66.67"
"","Justin Bean","D","MISS","19.226","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.15","16.58","0.0","0.0","0.0","0.0","0.0","0.0","13.88","13.6","49.28","49.3","-25.0","25.0","1","3","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Matt Bean","RW","LDN","19.015","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-57.14","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Adam Kozlowski","LW","OSH","17.484","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-44.44","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Aidan McFarland","LW","MISS","16.449","11","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.27","75.77","6.89","0.0","0.0","0.0","0.0","0.0","2.38","11.67","13.26","48.65","51.01","-1.02","50.0","2","2","0","0","0.0","0","0","0.0","0","3","0.0","1","1","100.0"
"","Nick Isaacson","LW","PBO","16.099","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-44.44","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Shane Bulitka","LW","SBY","16.189","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-40.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","1","0.0"
"","Jaimen Allison","D","OSH","15.874","6","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.59","12.26","0.0","0.0","0.0","0.0","0.0","0.0","12.76","12.65","42.48","51.78","3.57","28.57","2","5","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Owen Lane","LW","SBY","16.666","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-100.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Troy Henley","D","PBO","18.673","9","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.33","73.33","8.15","0.0","0.0","0.0","0.0","0.0","2.45","13.15","13.24","46.85","48.97","-34.8","14.29","1","6","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Matt Doty","LW","LDN","19.631","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-30.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","James Newland","D","LDN","18.158","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-50.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Curtis Ferreira","D","LDN","18.623","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-50.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Dakota Miskolczi","LW","LDN","17.26","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.93","6.98","0.0","0.0","0.0","0.0","0.0","0.0","10.57","13.33","40.37","57.65","-53.33","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","1","2","50.0"
"","Zac Vukosa","LW","LDN","17.235","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","15.58","7.79","0.0","0.0","0.0","0.0","0.0","3.85","10.36","13.33","40.37","57.65","-50.0","0.0","0","1","0","0","0.0","0","1","0.0","0","0","0.0","1","1","100.0"
"","John  Warren","LW","LDN","18.681","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25","29.9","7.47","0.0","0.0","0.0","0.0","0.0","2.01","12.24","12.7","58.02","45.84","-42.86","0.0","0","2","0","1","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Ryan Barbosa","D","OTT","17.695","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-66.67","0.0","0","0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Jack Wieringa","D","NIAG","17.473","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","16.67","8.33","0.0","0.0","0.0","0.0","0.0","3.6","11.84","13.78","47.33","58.83","-40.0","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Brandon Yeamans","C","MISS","17.309","5","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-76.47","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","1","3","33.33"
"","Jake  Harrison","RW","MISS","19.247","8","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.41","8.43","0.0","0.0","0.0","0.0","0.0","0.0","11.92","14.11","50.75","52.16","-33.33","16.67","1","5","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Michael Silveri","LW","NB","18.53","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.5","14.5","0.0","0.0","0.0","0.0","0.0","0.0","12.77","13.92","50.25","58.54","-100.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Tyler Rollo","LW","PBO","18.13","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67","26.34","8.78","0.0","0.0","0.0","0.0","0.0","4.56","14.21","12.53","47.55","50.26","-71.43","0.0","0","2","0","1","0.0","0","0","0.0","0","1","0.0","5","20","25.0"
"","Liam Buckley","LW","GUE","17.75","11","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.55","86.32","7.85","0.0","0.0","0.0","0.0","0.0","4.17","12.84","13.68","28.56","50.87","-14.21","20.0","1","4","0","0","0.0","0","1","0.0","0","5","0.0","18","50","36.0"
"","Jacob Stos","LW","SAR","17.293","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","12.01","13.77","57.59","43.2","-70.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Quinn Hanna","D","GUE","16.425","6","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.5","54.82","9.14","0.0","0.0","0.0","0.0","0.0","3.28","12.35","13.34","27.66","53.24","-2.27","25.0","1","3","0","0","0.0","0","1","0.0","0","2","0.0","0","0","0.0"
"","Austin  Kemp","RW","LDN","18.996","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.38","14.38","0.0","0.0","0.0","0.0","0.0","0.0","13.12","14.4","58.16","56.91","0.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Matt Stoia","D","OSH","16.482","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5","32.94","16.47","0.0","0.0","0.0","0.0","0.0","5.46","13.04","12.53","43.43","55.18","-14.29","0.0","0","4","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Brock  Perry","RW","SAR","17.654","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67","38.06","12.69","0.0","0.0","0.0","0.0","0.0","3.15","12.75","13.03","54.0","51.48","-53.33","0.0","0","5","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Kade Landry","D","BAR","16.373","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
