"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Jaden Lindo","RW","OS","19.68","67","8","6","4","14","18","117","6.84","0.12","0.09","0.06","0.21","0.27","1.75","748.08","11.17","0.64","0.48","0.32","1.12","1.44","9.38","13.73","13.73","48.07","50.41","4.01","51.61","32","30","3","14","21.43","3","30","10.0","2","73","2.74","4","4","100.0"
"","Zach Poirier","RW","NB","17.347","59","8","6","3","14","17","87","9.2","0.14","0.1","0.05","0.24","0.29","1.47","698.69","11.84","0.69","0.52","0.26","1.2","1.46","7.47","13.77","13.56","48.56","50.34","-7.24","43.94","29","37","0","10","0.0","4","26","15.38","4","51","7.84","141","367","38.42"
"","Jack Hidi","LW","LDN/HAM","20.474","55","5","9","1","14","15","71","7.04","0.09","0.16","0.02","0.25","0.27","1.29","577.61","10.5","0.52","0.93","0.1","1.45","1.56","7.38","12.87","13.67","47.8","51.49","-11.55","43.4","23","30","0","8","0.0","3","11","27.27","2","52","3.85","7","17","41.18"
"","Colton White","D","SSM","18.371","68","6","7","14","13","27","63","9.52","0.09","0.1","0.21","0.19","0.4","0.93","1132.24","16.65","0.32","0.37","0.74","0.69","1.43","3.34","13.74","13.78","50.93","49.24","-5.64","47.76","64","70","1","2","50.0","0","2","0.0","5","59","8.47","0","0","0.0"
"","Chad Duchesne","D","KGN","20.296","58","6","7","11","13","24","91","6.59","0.1","0.12","0.19","0.22","0.41","1.57","1042.5","17.97","0.35","0.4","0.63","0.75","1.38","5.24","15.07","14.28","58.22","50.7","-0.45","56.48","61","47","0","2","0.0","0","3","0.0","6","86","6.98","0","0","0.0"
"","Jakob Chychrun","D","SAR","17.462","62","3","10","7","13","20","134","2.24","0.05","0.16","0.11","0.21","0.32","2.16","1091.83","17.61","0.16","0.55","0.38","0.71","1.1","7.36","13.37","14.06","58.18","50.38","1.39","59.35","73","50","0","3","0.0","0","15","0.0","3","116","2.59","0","0","0.0"
"","Mathieu Henderson","D","FLNT","19.691","68","4","9","6","13","19","64","6.25","0.06","0.13","0.09","0.19","0.28","0.94","1156.5","17.01","0.21","0.47","0.31","0.67","0.99","3.32","12.98","13.97","40.3","51.95","-8.48","35.61","47","85","0","0","0.0","3","6","50.0","1","58","1.72","1","1","100.0"
"","Jake Henderson","RW","KIT","18.59","58","8","5","5","13","18","97","8.25","0.14","0.09","0.09","0.22","0.31","1.67","654.47","11.28","0.73","0.46","0.46","1.19","1.65","8.89","14.26","13.77","59.84","48.4","-0.05","57.89","33","24","2","14","14.29","2","15","13.33","4","68","5.88","13","37","35.14"
"","Zach  Grzelewski","LW","FLNT","18.385","56","6","7","4","13","17","56","10.71","0.11","0.12","0.07","0.23","0.3","1.0","716.81","12.8","0.5","0.59","0.33","1.09","1.42","4.69","14.0","14.2","41.43","52.89","13.27","50.0","36","36","4","8","50.0","2","8","25.0","0","40","0.0","0","2","0.0"
"","Olli Juolevi","D","LDN","17.367","57","5","8","4","13","17","78","6.41","0.09","0.14","0.07","0.23","0.3","1.37","802.02","14.07","0.37","0.6","0.3","0.97","1.27","5.84","13.37","13.65","66.31","48.95","11.73","76.25","61","19","0","0","0.0","1","3","33.33","4","75","5.33","0","0","0.0"
"","Hayden Hodgson","RW","SAR/SAG","19.54","56","7","6","4","13","17","87","8.05","0.12","0.11","0.07","0.23","0.3","1.55","678.32","12.11","0.62","0.53","0.35","1.15","1.5","7.7","13.48","13.74","50.06","48.82","-4.82","46.97","31","35","1","8","12.5","2","14","14.29","4","65","6.15","9","18","50.0"
"","Ryan McLeod","C","MISS","15.987","62","5","8","4","13","17","49","10.2","0.08","0.13","0.06","0.21","0.27","0.79","662.37","10.68","0.45","0.72","0.36","1.18","1.54","4.44","13.27","13.62","49.42","50.43","-4.92","46.3","25","29","1","11","9.09","2","8","25.0","2","30","6.67","124","306","40.52"
"","Santino Centorame","D","OS","19.384","67","6","7","4","13","17","104","5.77","0.09","0.1","0.06","0.19","0.25","1.55","1118.4","16.69","0.32","0.38","0.21","0.7","0.91","5.58","13.5","13.88","48.52","52.21","10.56","53.91","62","53","0","2","0.0","2","4","50.0","4","98","4.08","0","0","0.0"
"","Damir Sharipzyanov","D","OS","19.579","46","4","9","3","13","16","61","6.56","0.09","0.2","0.07","0.28","0.35","1.33","744.61","16.19","0.32","0.73","0.24","1.05","1.29","4.92","13.69","14.04","49.32","52.87","3.33","50.0","36","36","0","2","0.0","0","2","0.0","4","57","7.02","0","0","0.0"
"","Noah Bushnell","RW","SAR","18.297","62","5","8","3","13","16","43","11.63","0.08","0.13","0.05","0.21","0.26","0.69","601.83","9.71","0.5","0.8","0.3","1.3","1.6","4.29","12.95","13.26","57.85","48.91","4.68","63.83","30","17","0","8","0.0","3","7","42.86","2","28","7.14","4","9","44.44"
"","Connor Sills","RW","FLNT","20.323","60","2","11","2","13","15","104","1.92","0.03","0.18","0.03","0.22","0.25","1.73","711.22","11.85","0.17","0.93","0.17","1.1","1.27","8.77","13.21","13.67","38.58","52.21","-9.74","32.84","22","45","1","9","11.11","0","20","0.0","1","75","1.33","10","24","41.67"
"","Keigan Goetz","RW","BAR/SSM","19.023","51","10","3","2","13","15","65","15.38","0.2","0.06","0.04","0.25","0.29","1.27","511.31","10.03","1.17","0.35","0.23","1.53","1.76","7.63","13.23","13.63","53.88","50.1","-12.67","47.73","21","23","0","5","0.0","2","8","25.0","8","52","15.38","3","7","42.86"
"","Brandon Crawley","D","LDN","18.618","62","6","7","1","13","14","59","10.17","0.1","0.11","0.02","0.21","0.23","0.95","825.0","13.31","0.44","0.51","0.07","0.95","1.02","4.29","12.42","13.33","62.23","48.95","-12.8","55.0","44","36","0","1","0.0","0","5","0.0","6","53","11.32","0","0","0.0"
"","Adam Craievich","RW","OTT","18.355","62","3","10","1","13","14","59","5.08","0.05","0.16","0.02","0.21","0.23","0.95","631.64","10.19","0.28","0.95","0.09","1.23","1.33","5.6","13.1","13.24","48.97","46.91","-8.36","43.14","22","29","1","8","12.5","0","13","0.0","2","38","5.26","50","117","42.74"
"","Gustav  Bouramman","D","SSM","18.642","68","3","9","13","12","25","74","4.05","0.04","0.13","0.19","0.18","0.37","1.09","1108.48","16.3","0.16","0.49","0.7","0.65","1.35","4.01","13.84","13.61","50.4","49.31","-1.9","50.0","65","65","0","2","0.0","0","3","0.0","3","69","4.35","3","8","37.5"
"","Brady Gilmour","C","SAG","16.414","61","6","6","10","12","22","60","10.0","0.1","0.1","0.16","0.2","0.36","0.98","678.84","11.13","0.53","0.53","0.88","1.06","1.94","5.3","13.58","13.74","41.65","50.91","3.44","44.12","30","38","3","8","37.5","0","13","0.0","3","39","7.69","217","553","39.24"
"","Jacob Middleton","D","OTT","19.705","68","3","9","9","12","21","92","3.26","0.04","0.13","0.13","0.18","0.31","1.35","1057.21","15.55","0.17","0.51","0.51","0.68","1.19","5.22","13.95","13.97","52.37","50.1","8.8","56.76","63","48","0","2","0.0","0","3","0.0","3","87","3.45","0","1","0.0"
"","Jacob  Graves","D","LDN/OSH","20.471","69","1","11","7","12","19","36","2.78","0.01","0.16","0.1","0.17","0.28","0.52","993.71","14.4","0.06","0.66","0.42","0.72","1.15","2.17","13.48","14.15","56.34","52.01","8.98","61.7","58","36","0","0","0.0","0","2","0.0","1","34","2.94","0","0","0.0"
"","Matt  Spencer","D","PBO","18.481","60","5","7","6","12","18","51","9.8","0.08","0.12","0.1","0.2","0.3","0.85","997.7","16.63","0.3","0.42","0.36","0.72","1.08","3.07","14.64","14.07","53.17","50.61","-8.84","44.53","57","71","0","1","0.0","0","0","0.0","5","50","10.0","0","2","0.0"
"","Daniil Vertiy","LW","WSR/NB","16.844","54","6","6","6","12","18","79","7.59","0.11","0.11","0.11","0.22","0.33","1.46","661.45","12.25","0.54","0.54","0.54","1.09","1.63","7.17","15.39","13.82","54.63","49.43","9.38","62.5","40","24","0","9","0.0","0","12","0.0","6","58","10.34","0","3","0.0"
"","Ryan Verbeek","LW","KGN","19.289","63","7","5","6","12","18","119","5.88","0.11","0.08","0.1","0.19","0.29","1.89","765.59","12.15","0.55","0.39","0.47","0.94","1.41","9.33","13.7","13.55","55.51","48.89","-15.35","45.45","30","36","2","13","15.38","2","20","10.0","3","86","3.49","163","356","45.79"
"","Brandon Lindberg","C","SAR","18.976","63","8","4","6","12","18","64","12.5","0.13","0.06","0.1","0.19","0.29","1.02","669.62","10.63","0.72","0.36","0.54","1.08","1.61","5.73","13.11","13.41","56.36","48.22","-4.54","54.55","30","25","1","5","20.0","2","21","9.52","5","38","13.16","236","493","47.87"
"","Will Petschenig","D","SAG","20.616","68","5","7","5","12","17","79","6.33","0.07","0.1","0.07","0.18","0.25","1.16","985.74","14.5","0.3","0.43","0.3","0.73","1.03","4.81","13.37","13.85","43.21","51.27","-2.11","40.17","47","70","0","1","0.0","0","0","0.0","5","78","6.41","0","2","0.0"
"","Jacob Collins","D","FLNT","17.408","55","4","8","5","12","17","54","7.41","0.07","0.15","0.09","0.22","0.31","0.98","639.26","11.62","0.38","0.75","0.47","1.13","1.6","5.07","13.59","13.65","39.23","51.92","3.36","41.67","25","35","1","2","50.0","1","7","14.29","2","45","4.44","42","99","42.42"
"","Thomas Schemitsch","D","OS","18.889","51","4","8","4","12","16","64","6.25","0.08","0.16","0.08","0.24","0.31","1.25","855.78","16.78","0.28","0.56","0.28","0.84","1.12","4.49","13.0","13.67","48.18","52.13","-4.16","46.59","41","47","1","1","100.0","1","3","33.33","2","60","3.33","0","1","0.0"
"","Connor Graham","LW","OTT","19.705","60","6","6","3","12","15","56","10.71","0.1","0.1","0.05","0.2","0.25","0.93","588.4","9.81","0.61","0.61","0.31","1.22","1.53","5.71","13.13","13.39","49.59","49.3","-21.61","32.56","14","29","0","2","0.0","1","16","6.25","5","38","13.16","54","136","39.71"
"","Kyle Pettit","C","ER","19.658","58","7","5","3","12","15","93","7.53","0.12","0.09","0.05","0.21","0.26","1.6","548.93","9.46","0.77","0.55","0.33","1.31","1.64","10.17","13.25","13.73","57.86","49.4","5.8","64.1","25","14","3","16","18.75","1","15","6.67","3","62","4.84","477","779","61.23"
"","Ted Nichol","C","KGN","18.697","67","5","7","2","12","14","81","6.17","0.07","0.1","0.03","0.18","0.21","1.21","669.12","9.99","0.45","0.63","0.18","1.08","1.26","7.26","12.67","13.44","53.92","50.74","-9.65","50.0","24","24","0","10","0.0","3","16","18.75","2","55","3.64","344","692","49.71"
"","Sam Harding","C","OSH","18.462","65","7","5","2","12","14","86","8.14","0.11","0.08","0.03","0.18","0.22","1.32","791.56","12.18","0.53","0.38","0.15","0.91","1.06","6.52","13.42","13.86","45.81","52.36","-10.88","35.82","24","43","2","4","50.0","1","12","8.33","4","70","5.71","409","726","56.34"
"","Dane Johnstone","RW","FLNT","17.536","56","7","5","2","12","14","46","15.22","0.12","0.09","0.04","0.21","0.25","0.82","592.68","10.58","0.71","0.51","0.2","1.21","1.42","4.66","13.45","13.37","40.05","51.67","-2.49","38.46","20","32","2","12","16.67","3","10","30.0","2","24","8.33","21","54","38.89"
"","Brett Neumann","C","ER","16.584","52","6","6","1","12","13","83","7.23","0.12","0.12","0.02","0.23","0.25","1.6","511.73","9.84","0.7","0.7","0.12","1.41","1.52","9.73","13.53","13.33","56.59","50.7","-14.45","47.22","17","19","0","5","0.0","3","16","18.75","3","62","4.84","90","187","48.13"
"","Owen Tippett","RW","MISS","16.581","48","12","0","1","12","13","80","15.0","0.25","0.0","0.02","0.25","0.27","1.67","467.59","9.74","1.54","0.0","0.13","1.54","1.67","10.27","13.65","13.79","48.98","50.96","-3.93","48.57","17","18","5","9","55.56","4","16","25.0","3","55","5.45","8","11","72.73"
"","Darren Raddysh","D","ER","19.549","66","4","7","14","11","25","129","3.1","0.06","0.11","0.21","0.17","0.38","1.95","1129.46","17.11","0.21","0.37","0.74","0.58","1.33","6.85","14.89","13.72","58.58","49.54","2.21","59.35","73","50","0","4","0.0","0","2","0.0","4","123","3.25","0","2","0.0"
"","Kyle Capobianco","D","SBY","18.092","68","3","8","11","11","22","89","3.37","0.04","0.12","0.16","0.16","0.32","1.31","1033.65","15.2","0.17","0.46","0.64","0.64","1.28","5.17","12.91","13.82","36.94","52.58","6.2","39.84","51","77","0","3","0.0","1","9","11.11","2","77","2.6","0","1","0.0"
"","Victor Mete","D","LDN","17.276","68","5","6","10","11","21","84","5.95","0.07","0.09","0.15","0.16","0.31","1.24","1147.12","16.87","0.26","0.31","0.52","0.58","1.1","4.39","12.97","13.93","65.43","48.91","3.38","66.41","85","43","0","3","0.0","0","5","0.0","5","76","6.58","0","0","0.0"
"","Jack Studnicka","C","OSH","16.575","62","2","9","10","11","21","74","2.7","0.03","0.15","0.16","0.18","0.34","1.19","740.75","11.95","0.16","0.73","0.81","0.89","1.7","5.99","13.72","13.78","45.86","52.52","4.88","45.76","27","32","1","7","14.29","1","9","11.11","0","58","0.0","151","345","43.77"
"","Dylan Di Perna","D","KIT","19.39","68","5","6","10","11","21","67","7.46","0.07","0.09","0.15","0.16","0.31","0.99","1226.72","18.04","0.24","0.29","0.49","0.54","1.03","3.28","13.78","13.82","60.51","50.31","1.36","60.58","83","54","1","1","100.0","0","4","0.0","4","62","6.45","3","3","100.0"
"","Benjamin Gleason","D","LDN/HAM","17.479","66","5","6","9","11","20","101","4.95","0.08","0.09","0.14","0.17","0.3","1.53","1129.07","17.11","0.27","0.32","0.48","0.58","1.06","5.37","13.99","13.95","44.46","52.37","4.52","44.96","58","71","0","1","0.0","1","3","33.33","4","97","4.12","0","1","0.0"
"","Matthew Timms","D","PBO","17.347","68","3","8","8","11","19","70","4.29","0.04","0.12","0.12","0.16","0.28","1.03","925.93","13.62","0.19","0.52","0.52","0.71","1.23","4.54","13.55","13.31","50.46","47.53","10.66","58.49","62","44","0","0","0.0","1","4","25.0","2","66","3.03","0","0","0.0"
"","Devon Paliani","C","SAR/SAG","18.933","65","5","6","8","11","19","89","5.62","0.08","0.09","0.12","0.17","0.29","1.37","736.56","11.33","0.41","0.49","0.65","0.9","1.55","7.25","13.39","13.42","46.7","50.05","-7.49","43.84","32","41","1","4","25.0","1","17","5.88","3","68","4.41","30","62","48.39"
"","Francesco  Vilardi","C","FLNT","19.686","67","8","3","6","11","17","80","10.0","0.12","0.04","0.09","0.16","0.25","1.19","819.75","12.24","0.59","0.22","0.44","0.81","1.24","5.86","13.21","13.65","39.29","52.42","-11.94","31.65","25","54","2","8","25.0","1","15","6.67","5","57","8.77","423","843","50.18"
"","Maurizio Colella","LW","NB/HAM","18.489","66","6","5","6","11","17","66","9.09","0.09","0.08","0.09","0.17","0.26","1.0","774.75","11.74","0.46","0.39","0.46","0.85","1.32","5.11","14.35","14.0","48.48","50.01","-4.24","43.06","31","41","1","7","14.29","0","14","0.0","5","45","11.11","37","86","43.02"
"","Marcus Crawford","D","SAG","18.489","66","2","9","6","11","17","75","2.67","0.03","0.14","0.09","0.17","0.26","1.14","1056.01","16.0","0.11","0.51","0.34","0.62","0.97","4.26","13.25","13.82","42.74","50.69","9.53","47.37","63","70","0","2","0.0","0","4","0.0","2","69","2.9","0","1","0.0"
"","Nevin Guy","D","OTT","20.266","59","5","6","5","11","16","56","8.93","0.08","0.1","0.08","0.19","0.27","0.95","998.95","16.93","0.3","0.36","0.3","0.66","0.96","3.36","13.59","13.92","52.64","50.32","0.73","51.35","57","54","0","2","0.0","1","5","20.0","4","49","8.16","0","1","0.0"
"","Jason Smith","C","MISS","18.388","60","8","3","4","11","15","49","16.33","0.13","0.05","0.07","0.18","0.25","0.82","559.46","9.32","0.86","0.32","0.43","1.18","1.61","5.26","12.22","13.71","48.34","48.35","6.53","53.85","21","18","3","6","50.0","2","7","28.57","3","36","8.33","150","299","50.17"
"","Luke Kirwan","LW","WSR/FLNT","17.98","63","9","2","3","11","14","138","6.52","0.14","0.03","0.05","0.17","0.22","2.19","728.57","11.56","0.74","0.16","0.25","0.91","1.15","11.36","13.4","13.55","47.29","52.31","-12.28","36.23","25","44","2","6","33.33","2","19","10.53","5","113","4.42","18","32","56.25"
"","Josh Jacobs","D","SAR","19.584","67","2","9","3","11","14","117","1.71","0.03","0.13","0.04","0.16","0.21","1.75","1077.61","16.08","0.11","0.5","0.17","0.61","0.78","6.51","13.32","13.75","57.82","48.23","3.58","60.34","70","46","0","1","0.0","0","4","0.0","2","112","1.79","2","4","50.0"
"","Liam Hawel","C","SSM","16.414","65","4","7","3","11","14","39","10.26","0.06","0.11","0.05","0.17","0.22","0.6","641.04","9.86","0.37","0.66","0.28","1.03","1.31","3.65","13.29","13.12","48.93","46.82","-7.03","46.3","25","29","1","5","20.0","0","9","0.0","3","25","12.0","107","262","40.84"
"","Nicolas Hague","D","MISS","16.781","66","7","4","3","11","14","101","6.93","0.11","0.06","0.05","0.17","0.21","1.53","979.01","14.83","0.43","0.25","0.18","0.67","0.86","6.19","13.58","13.57","49.89","49.36","5.68","53.68","51","44","2","6","33.33","3","10","30.0","2","85","2.35","1","2","50.0"
"","Cody Caron","RW","KGN","19.302","50","4","7","2","11","13","68","5.88","0.08","0.14","0.04","0.22","0.26","1.36","458.61","9.17","0.52","0.92","0.26","1.44","1.7","8.9","13.05","13.54","54.41","48.31","9.31","63.33","19","11","1","9","11.11","2","15","13.33","1","44","2.27","2","3","66.67"
"","Justin Brazeau","RW","NB","17.618","65","6","5","2","11","13","57","10.53","0.09","0.08","0.03","0.17","0.2","0.88","596.93","9.18","0.6","0.5","0.2","1.11","1.31","5.73","12.97","13.37","47.66","48.14","-7.28","44.44","20","25","0","0","0.0","3","14","21.43","3","43","6.98","4","12","33.33"
"","Jake Bricknell","RW","HAM/GUE","18.171","66","6","5","2","11","13","101","5.94","0.09","0.08","0.03","0.17","0.2","1.53","792.45","12.01","0.45","0.38","0.15","0.83","0.98","7.65","13.83","13.53","33.24","53.76","-11.12","25.33","19","56","1","6","16.67","1","8","12.5","4","87","4.6","19","55","34.55"
"","Ryan Valentini","C","LDN/SBY","18.177","48","7","3","10","10","20","76","9.21","0.15","0.06","0.21","0.21","0.42","1.58","569.83","11.87","0.74","0.32","1.05","1.05","2.11","8.0","13.41","13.83","41.16","49.65","10.0","49.18","30","31","1","3","33.33","3","17","17.65","3","56","5.36","89","211","42.18"
"","Stephen Desrocher","D","KGN/OSH","19.639","69","5","5","9","10","19","94","5.32","0.07","0.07","0.13","0.14","0.28","1.36","1126.25","16.32","0.27","0.27","0.48","0.53","1.01","5.01","13.83","13.97","56.32","51.35","6.89","61.95","70","43","0","1","0.0","0","3","0.0","5","90","5.56","1","1","100.0"
"","Blake Siebenaler","D","NIAG","19.551","65","6","4","7","10","17","99","6.06","0.09","0.06","0.11","0.15","0.26","1.52","982.73","15.12","0.37","0.24","0.43","0.61","1.04","6.04","13.51","14.26","53.2","50.27","0.9","52.69","49","44","0","1","0.0","0","3","0.0","6","95","6.32","0","2","0.0"
"","Damian Bourne","LW","MISS","19.595","57","6","4","6","10","16","66","9.09","0.11","0.07","0.11","0.18","0.28","1.16","702.22","12.32","0.51","0.34","0.51","0.85","1.37","5.64","13.91","13.9","49.42","49.67","-13.94","42.11","24","33","2","11","18.18","3","19","15.79","1","36","2.78","0","3","0.0"
"","Stefan LeBlanc","D","MISS","19.502","64","4","6","4","10","14","85","4.71","0.06","0.09","0.06","0.16","0.22","1.33","1020.27","15.94","0.24","0.35","0.24","0.59","0.82","5.0","14.0","14.04","50.74","50.58","-11.28","42.99","46","61","0","4","0.0","0","3","0.0","4","78","5.13","0","0","0.0"
"","Kyle Potts","C","NB","17.309","59","5","5","2","10","12","52","9.62","0.08","0.08","0.03","0.17","0.2","0.88","552.58","9.37","0.54","0.54","0.22","1.09","1.3","5.65","12.67","13.33","47.23","47.31","-8.56","41.86","18","25","0","4","0.0","4","20","20.0","1","28","3.57","249","511","48.73"
"","Joseph Garreffa","RW","KIT","16.104","41","3","7","2","10","12","33","9.09","0.07","0.17","0.05","0.24","0.29","0.8","436.82","10.65","0.41","0.96","0.27","1.37","1.65","4.53","13.05","13.0","59.87","46.48","3.47","64.86","24","13","0","3","0.0","2","11","18.18","1","19","5.26","9","9","100.0"
"","Brady Pataki","RW","SBY","16.953","64","5","5","1","10","11","59","8.47","0.08","0.08","0.02","0.16","0.17","0.92","591.34","9.24","0.51","0.51","0.1","1.01","1.12","5.99","12.77","13.99","34.56","52.64","-8.84","28.3","15","38","1","11","9.09","3","11","27.27","1","37","2.7","0","4","0.0"
"","Jacob Harris","C","SBY/GUE","20.619","40","5","5","1","10","11","65","7.69","0.12","0.12","0.03","0.25","0.28","1.62","491.91","12.3","0.61","0.61","0.12","1.22","1.34","7.93","13.48","14.39","34.85","54.19","-10.44","29.41","15","36","2","11","18.18","2","21","9.52","1","33","3.03","295","579","50.95"
"","Matthew Struthers","C","OS","15.724","47","4","6","1","10","11","51","7.84","0.09","0.13","0.02","0.21","0.23","1.09","454.56","9.67","0.53","0.79","0.13","1.32","1.45","6.73","13.05","13.02","45.47","51.74","0.5","48.57","17","18","2","3","66.67","2","10","20.0","0","38","0.0","108","245","44.08"
"","Sean Durzi","D","OS","16.904","45","7","3","1","10","11","46","15.22","0.16","0.07","0.02","0.22","0.24","1.02","530.22","11.78","0.79","0.34","0.11","1.13","1.24","5.21","13.34","13.57","46.7","49.57","-1.75","47.92","23","25","0","3","0.0","3","9","33.33","4","34","11.76","0","0","0.0"
"","Stepan Falkovsky","D","OTT","18.744","58","6","3","14","9","23","83","7.23","0.1","0.05","0.24","0.16","0.4","1.43","937.1","16.16","0.38","0.19","0.9","0.58","1.47","5.31","13.34","13.8","51.14","49.03","10.8","58.0","58","42","0","1","0.0","0","1","0.0","6","81","7.41","0","0","0.0"
"","Ryan Mantha","D","NIAG","19.245","65","4","5","8","9","17","112","3.57","0.06","0.08","0.12","0.14","0.26","1.72","798.55","12.29","0.3","0.38","0.6","0.68","1.28","8.42","13.42","14.1","51.06","49.94","-2.89","51.47","35","33","0","3","0.0","0","6","0.0","4","103","3.88","0","3","0.0"
"","Aaron Haydon","D","NIAG","19.694","65","5","4","7","9","16","68","7.35","0.08","0.06","0.11","0.14","0.25","1.05","1053.66","16.21","0.28","0.23","0.4","0.51","0.91","3.87","13.38","14.22","51.56","51.61","10.27","58.1","61","44","0","1","0.0","0","0","0.0","5","67","7.46","0","0","0.0"
"","Josh Coyle","C","PBO","18.139","64","5","4","6","9","15","63","7.94","0.08","0.06","0.09","0.14","0.23","0.98","669.62","10.46","0.45","0.36","0.54","0.81","1.34","5.64","14.58","13.98","51.25","52.05","-3.55","48.44","31","33","0","4","0.0","2","14","14.29","3","45","6.67","45","79","56.96"
"","Josh Maguire","LW","PBO","19.212","63","6","3","5","9","14","109","5.5","0.1","0.05","0.08","0.14","0.22","1.73","696.77","11.06","0.52","0.26","0.43","0.78","1.21","9.39","13.78","13.55","49.85","51.18","-15.76","39.71","27","41","1","11","9.09","1","11","9.09","4","87","4.6","10","27","37.04"
"","Robert Thomas","C","LDN","16.208","40","2","7","5","9","14","24","8.33","0.05","0.17","0.12","0.23","0.35","0.6","426.37","10.66","0.28","0.99","0.7","1.27","1.97","3.38","12.64","13.25","58.54","49.22","-11.02","48.48","16","17","2","5","40.0","0","7","0.0","0","12","0.0","110","195","56.41"
"","Chad Heffernan","LW","LDN/SBY","19.486","63","6","3","5","9","14","87","6.9","0.1","0.05","0.08","0.14","0.22","1.38","665.83","10.57","0.54","0.27","0.45","0.81","1.26","7.84","13.14","14.25","38.18","52.98","-17.04","35.0","21","39","2","6","33.33","0","8","0.0","4","73","5.48","21","40","52.5"
"","Christopher Paquette","C","NIAG","17.473","57","4","5","5","9","14","84","4.76","0.07","0.09","0.09","0.16","0.25","1.47","711.87","12.49","0.34","0.42","0.42","0.76","1.18","7.08","13.03","13.93","50.37","51.94","-12.4","45.16","28","34","4","17","23.53","0","13","0.0","0","54","0.0","249","495","50.3"
"","Garrett McFadden","D","GUE","18.07","68","3","6","5","9","14","92","3.26","0.04","0.09","0.07","0.13","0.21","1.35","1089.79","16.03","0.17","0.33","0.28","0.5","0.77","5.07","13.07","13.75","30.12","51.92","4.55","33.04","38","77","0","0","0.0","0","2","0.0","3","90","3.33","0","1","0.0"
"","Erik Cernak","D","ER","18.303","41","4","5","5","9","14","70","5.71","0.1","0.12","0.12","0.22","0.34","1.71","616.46","15.04","0.39","0.49","0.49","0.88","1.36","6.81","14.97","13.98","60.2","50.75","-11.33","50.77","33","32","0","0","0.0","0","1","0.0","4","69","5.8","0","0","0.0"
"","Tyler Boston","C","NIAG/GUE","18.229","59","6","3","3","9","12","72","8.33","0.1","0.05","0.05","0.15","0.2","1.22","804.31","13.63","0.45","0.22","0.22","0.67","0.9","5.37","14.39","14.07","38.86","52.12","-8.39","30.56","22","50","1","3","33.33","1","12","8.33","4","57","7.02","223","502","44.42"
"","Jacob Busch","RW","OS","19.185","50","6","3","3","9","12","78","7.69","0.12","0.06","0.06","0.18","0.24","1.56","526.98","10.54","0.68","0.34","0.34","1.02","1.37","8.88","13.17","13.45","47.55","52.45","-6.88","37.5","15","25","0","6","0.0","0","10","0.0","6","62","9.68","8","18","44.44"
"","Adrian Carbonara","RW","BAR","18.514","51","8","1","2","9","11","80","10.0","0.16","0.02","0.04","0.18","0.22","1.57","437.54","8.58","1.1","0.14","0.27","1.23","1.51","10.97","12.72","12.8","55.68","44.92","-0.31","57.58","19","14","1","15","6.67","6","16","37.5","1","49","2.04","1","1","100.0"
"","Zachary Magwood","C","BAR","17.402","44","6","3","1","9","10","37","16.22","0.14","0.07","0.02","0.2","0.23","0.84","413.21","9.39","0.87","0.44","0.15","1.31","1.45","5.37","12.92","13.48","56.69","48.18","-11.76","46.88","15","17","0","5","0.0","4","9","44.44","2","23","8.7","66","151","43.71"
"","Zach Bratina","LW","NB","19.694","12","8","1","0","9","9","27","29.63","0.67","0.08","0.0","0.75","0.75","2.25","178.53","14.88","2.69","0.34","0.0","3.02","3.02","9.07","14.54","13.86","54.29","50.83","29.79","58.82","10","7","3","8","37.5","3","9","33.33","2","10","20.0","4","5","80.0"
"","Kyle MacLean","C","OSH","16.384","47","4","5","0","9","9","25","16.0","0.09","0.11","0.0","0.19","0.19","0.53","455.33","9.69","0.53","0.66","0.0","1.19","1.19","3.29","13.33","13.98","45.07","49.22","-1.25","43.75","14","18","1","3","33.33","0","2","0.0","3","20","15.0","22","38","57.89"
"","Jeff King","D","SAR","19.562","64","3","5","12","8","20","70","4.29","0.05","0.08","0.19","0.12","0.31","1.09","964.49","15.07","0.19","0.31","0.75","0.5","1.24","4.35","13.57","13.89","57.16","49.19","5.24","62.0","62","38","1","4","25.0","1","8","12.5","1","58","1.72","1","1","100.0"
"","Mac Hollowell","D","SSM","16.972","58","1","7","11","8","19","36","2.78","0.02","0.12","0.19","0.14","0.33","0.62","825.64","14.24","0.07","0.51","0.8","0.58","1.38","2.62","13.9","13.49","50.43","47.46","-0.41","51.06","48","46","0","0","0.0","1","2","50.0","0","34","0.0","0","0","0.0"
"","Kyle Wood","D","NB","19.368","49","3","5","11","8","19","87","3.45","0.06","0.1","0.22","0.16","0.39","1.78","968.45","19.76","0.19","0.31","0.68","0.5","1.18","5.39","13.94","13.92","52.82","49.37","1.69","53.72","65","56","0","3","0.0","1","4","25.0","2","80","2.5","0","0","0.0"
