"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Trent Mallette","RW","OTT","20.063","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5","15.07","7.54","0.0","0.0","0.0","0.0","0.0","11.94","13.4","12.39","40.48","39.58","-72.73","0.0","0","2","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Connor Warnholtz","LW","OTT","18.213","5","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.4","47.13","9.43","0.0","0.0","0.0","0.0","0.0","2.55","12.6","13.72","45.87","47.58","-50.0","0.0","0","3","0","0","0.0","0","1","0.0","0","1","0.0","1","5","20.0"
"","Colin Van Den Hurk","D","KGN","17.312","5","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.4","35.52","7.1","0.0","0.0","0.0","0.0","0.0","3.38","12.82","11.95","44.37","47.77","-31.58","0.0","0","2","0","0","0.0","0","0","0.0","0","2","0.0","0","1","0.0"
"","Chris Taylor","D","MISS","18.347","4","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.75","45.49","11.37","0.0","0.0","0.0","0.0","0.0","3.96","12.75","12.9","53.85","45.68","51.92","75.0","3","1","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Brandon Yeamans","C","MISS","18.311","6","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.5","37.79","6.3","0.0","0.0","0.0","0.0","0.0","4.76","10.49","14.19","37.36","48.7","-46.15","0.0","0","2","0","0","0.0","0","2","0.0","0","1","0.0","10","22","45.45"
"","Jake O'Donnell","D","KGN/MISS","18.284","20","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.25","194.03","9.7","0.0","0.0","0.0","0.0","0.0","1.55","13.83","13.0","48.6","47.18","-5.1","41.67","5","7","0","0","0.0","0","0","0.0","0","5","0.0","0","0","0.0"
"","Nick Pastorious","RW","NIAG","20.356","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5","24.02","6.01","0.0","0.0","0.0","0.0","0.0","4.99","14.41","13.91","48.09","47.69","64.29","100.0","1","0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Cole Mayo","D","SBY","19.661","26","0","0","0","0","0","10","0.0","0.0","0.0","0.0","0.0","0.0","0.38","330.14","12.7","0.0","0.0","0.0","0.0","0.0","1.82","12.41","13.01","45.49","50.05","-18.15","29.41","10","24","0","0","0.0","0","0","0.0","0","10","0.0","0","0","0.0"
"","Matt Stoia","D","OSH","17.484","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-53.33","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Derrick Johnson","D","SAR","18.527","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-66.67","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Luke Beamish","D","OS","16.255","9","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.64","7.52","0.0","0.0","0.0","0.0","0.0","0.0","13.51","13.16","62.04","47.62","-16.67","33.33","1","2","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Holden Wale","D","SSM","16.137","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-44.44","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Bryce Yetman","RW","SSM","19.568","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.29","9.64","0.0","0.0","0.0","0.0","0.0","0.0","10.45","11.64","60.03","45.06","50.0","100.0","1","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Danny Katic","LW","SAG","16.118","11","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","0.82","66.22","6.02","0.0","0.0","0.0","0.0","0.0","8.16","13.67","13.19","50.06","54.96","-52.73","0.0","0","2","0","2","0.0","0","2","0.0","0","5","0.0","1","4","25.0"
"","Ryan Smith","C","NIAG","17.287","18","0","0","0","0","0","10","0.0","0.0","0.0","0.0","0.0","0.0","0.56","132.48","7.36","0.0","0.0","0.0","0.0","0.0","4.53","12.19","13.21","40.36","53.2","-45.12","0.0","0","8","0","0","0.0","0","1","0.0","0","9","0.0","45","97","46.39"
"","Chad Denault","RW","PBO","16.416","6","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-50.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cameron Hough","LW","SAR","15.899","12","0","0","0","0","0","15","0.0","0.0","0.0","0.0","0.0","0.0","1.25","74.8","6.23","0.0","0.0","0.0","0.0","0.0","12.03","13.63","14.31","47.81","48.66","-41.38","0.0","0","3","0","3","0.0","0","2","0.0","0","10","0.0","0","2","0.0"
"","Ryan Heeps","C","OSH","19.628","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0","30.75","15.37","0.0","0.0","0.0","0.0","0.0","3.9","13.29","15.25","50.71","47.4","0.0","50.0","1","1","0","0","0.0","0","1","0.0","0","1","0.0","0","0","0.0"
"","Aidan Timmermans","D","ER","16.389","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-42.86","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Ryan Wells","D","MISS","17.082","6","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","51.39","8.57","0.0","0.0","0.0","0.0","0.0","0.0","13.81","11.4","55.93","42.55","-11.11","66.67","2","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Harrison Cottam","RW","LDN","17.254","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25","24.78","6.2","0.0","0.0","0.0","0.0","0.0","2.42","9.59","15.85","53.75","53.08","-50.0","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","0","1","0.0"
"","Bo Peltier","D","NB","19.001","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2","34.83","6.97","0.0","0.0","0.0","0.0","0.0","1.72","14.27","13.5","41.4","49.94","-51.72","0.0","0","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Dede Cato","D","WSR","19.204","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33","33.72","11.24","0.0","0.0","0.0","0.0","0.0","1.78","13.59","12.77","53.39","40.43","36.36","100.0","3","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Owen Burnell","LW","HAM","18.065","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-50.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","1","3","33.33"
"","Quinn Yule","LW","OTT","16.696","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","10.02","10.02","0.0","0.0","0.0","0.0","0.0","5.99","13.02","10.69","39.2","51.04","-80.0","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Jack Wieringa","D","NIAG","18.475","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","20.22","10.11","0.0","0.0","0.0","0.0","0.0","2.97","11.96","13.02","46.76","53.01","35.71","50.0","1","1","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Liam Peyton","LW","KIT","16.466","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","26.47","26.47","0.0","0.0","0.0","0.0","0.0","2.27","12.22","13.99","43.62","62.22","0.0","0.0","0","3","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Josh Barraclough","RW","PBO","17.616","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.08","12.08","0.0","0.0","0.0","0.0","0.0","0.0","12.62","12.69","49.8","54.49","-66.67","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
